"","id","X.checking_status.","X.duration.","X.credit_history.","X.purpose.","X.credit_amount.","X.savings_status.","X.employment.","X.installment_commitment.","X.personal_status.","X.other_parties.","X.residence_since.","X.property_magnitude.","X.age.","X.other_payment_plans.","X.housing.","X.existing_credits.","X.job.","X.num_dependents.","X.own_telephone.","X.foreign_worker.","X.class."
"659",659,"0<=X<200",30,"no credits/all paid","business",4221,"<100","1<=X<4",2,"female div/dep/mar","none",1,"car",28,"none","own",2,"skilled",1,"none","yes","good"
"660",660,"0<=X<200",18,"critical/other existing credit","furniture/equipment",6361,"<100",">=7",2,"male single","none",1,"no known property",41,"none","own",1,"skilled",1,"yes","yes","good"
"661",661,">=200",12,"existing paid","radio/tv",1297,"<100","1<=X<4",3,"male mar/wid","none",4,"real estate",23,"none","rent",1,"skilled",1,"none","yes","good"
"662",662,"<0",12,"existing paid","new car",900,"no known savings","1<=X<4",4,"male mar/wid","none",2,"car",23,"none","own",1,"skilled",1,"none","yes","bad"
"663",663,"no checking",21,"existing paid","furniture/equipment",2241,"<100",">=7",4,"male single","none",2,"real estate",50,"none","own",2,"skilled",1,"none","yes","good"
"664",664,"0<=X<200",6,"delayed previously","furniture/equipment",1050,"<100","unemployed",4,"male single","none",1,"life insurance",35,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"665",665,">=200",6,"critical/other existing credit","education",1047,"<100","1<=X<4",2,"female div/dep/mar","none",4,"life insurance",50,"none","own",1,"unskilled resident",1,"none","yes","good"
"666",666,"no checking",24,"critical/other existing credit","other",6314,"<100","unemployed",4,"male single","co applicant",2,"no known property",27,"bank","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"667",667,"0<=X<200",30,"all paid","furniture/equipment",3496,">=1000","1<=X<4",4,"male single","none",2,"car",34,"stores","own",1,"skilled",2,"yes","yes","good"
"668",668,"no checking",48,"all paid","business",3609,"<100","1<=X<4",1,"female div/dep/mar","none",1,"real estate",27,"stores","own",1,"skilled",1,"none","yes","good"
"669",669,"<0",12,"critical/other existing credit","new car",4843,"<100",">=7",3,"male single","co applicant",4,"life insurance",43,"none","rent",2,"skilled",1,"yes","yes","bad"
"670",670,">=200",30,"critical/other existing credit","radio/tv",3017,"<100",">=7",4,"male single","none",4,"life insurance",47,"none","own",1,"skilled",1,"none","yes","good"
"671",671,"no checking",24,"critical/other existing credit","business",4139,"100<=X<500","1<=X<4",3,"male single","none",3,"life insurance",27,"none","own",2,"unskilled resident",1,"yes","yes","good"
"672",672,"no checking",36,"existing paid","business",5742,"100<=X<500","4<=X<7",2,"male single","none",2,"car",31,"none","own",2,"skilled",1,"yes","yes","good"
"673",673,"no checking",60,"existing paid","new car",10366,"<100",">=7",2,"male single","none",4,"life insurance",42,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"674",674,"no checking",6,"critical/other existing credit","new car",2080,"500<=X<1000","1<=X<4",1,"male mar/wid","none",2,"car",24,"none","own",1,"skilled",1,"none","yes","good"
"675",675,"no checking",21,"delayed previously","business",2580,"500<=X<1000","<1",4,"male single","none",2,"real estate",41,"bank","own",1,"unskilled resident",2,"none","yes","bad"
"676",676,"no checking",30,"critical/other existing credit","radio/tv",4530,"<100","4<=X<7",4,"female div/dep/mar","none",4,"car",26,"none","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"677",677,"no checking",24,"critical/other existing credit","furniture/equipment",5150,"<100",">=7",4,"male single","none",4,"car",33,"none","own",1,"skilled",1,"yes","yes","good"
"678",678,"0<=X<200",72,"existing paid","radio/tv",5595,"100<=X<500","1<=X<4",2,"male mar/wid","none",2,"car",24,"none","own",1,"skilled",1,"none","yes","bad"
"679",679,"<0",24,"existing paid","radio/tv",2384,"<100",">=7",4,"male single","none",4,"real estate",64,"bank","rent",1,"unskilled resident",1,"none","yes","good"
"680",680,"no checking",18,"existing paid","radio/tv",1453,"<100","<1",3,"female div/dep/mar","none",1,"real estate",26,"none","own",1,"skilled",1,"none","yes","good"
"681",681,"no checking",6,"existing paid","education",1538,"<100","<1",1,"female div/dep/mar","none",2,"no known property",56,"none","own",1,"skilled",1,"none","yes","good"
"682",682,"no checking",12,"existing paid","radio/tv",2279,"no known savings","1<=X<4",4,"male single","none",4,"no known property",37,"none","for free",1,"skilled",1,"yes","yes","good"
"683",683,"no checking",15,"delayed previously","radio/tv",1478,"<100","1<=X<4",4,"male mar/wid","none",3,"real estate",33,"bank","own",2,"skilled",1,"none","yes","good"
"684",684,"no checking",24,"critical/other existing credit","radio/tv",5103,"<100","<1",3,"male mar/wid","none",3,"no known property",47,"none","for free",3,"skilled",1,"yes","yes","good"
"685",685,"0<=X<200",36,"delayed previously","business",9857,"100<=X<500","4<=X<7",1,"male single","none",3,"life insurance",31,"none","own",2,"unskilled resident",2,"yes","yes","good"
"686",686,"no checking",60,"existing paid","new car",6527,"no known savings","1<=X<4",4,"male single","none",4,"no known property",34,"none","for free",1,"skilled",2,"yes","yes","good"
"687",687,">=200",10,"critical/other existing credit","radio/tv",1347,"no known savings","4<=X<7",4,"male single","none",2,"life insurance",27,"none","own",2,"skilled",1,"yes","yes","good"
"688",688,"0<=X<200",36,"delayed previously","new car",2862,"100<=X<500",">=7",4,"male single","none",3,"no known property",30,"none","for free",1,"skilled",1,"none","yes","good"
"689",689,"no checking",9,"existing paid","radio/tv",2753,"100<=X<500",">=7",3,"male single","co applicant",4,"car",35,"none","own",1,"skilled",1,"yes","yes","good"
"690",690,"<0",12,"existing paid","new car",3651,">=1000","1<=X<4",1,"male single","none",3,"life insurance",31,"none","own",1,"skilled",2,"none","yes","good"
"691",691,"<0",15,"critical/other existing credit","furniture/equipment",975,"<100","1<=X<4",2,"male div/sep","none",3,"life insurance",25,"none","own",2,"skilled",1,"none","yes","good"
"692",692,"0<=X<200",15,"existing paid","repairs",2631,"100<=X<500","1<=X<4",3,"female div/dep/mar","none",2,"real estate",25,"none","own",1,"unskilled resident",1,"none","yes","good"
"693",693,"0<=X<200",24,"existing paid","radio/tv",2896,"100<=X<500","<1",2,"male single","none",1,"car",29,"none","own",1,"skilled",1,"none","yes","good"
"694",694,"<0",6,"critical/other existing credit","new car",4716,"no known savings","<1",1,"male single","none",3,"real estate",44,"none","own",2,"unskilled resident",2,"none","yes","good"
"695",695,"no checking",24,"existing paid","radio/tv",2284,"<100","4<=X<7",4,"male single","none",2,"car",28,"none","own",1,"skilled",1,"yes","yes","good"
"696",696,"no checking",6,"existing paid","used car",1236,"500<=X<1000","1<=X<4",2,"male single","none",4,"life insurance",50,"none","rent",1,"skilled",1,"none","yes","good"
"697",697,"0<=X<200",12,"existing paid","radio/tv",1103,"<100","4<=X<7",4,"male single","guarantor",3,"real estate",29,"none","own",2,"skilled",1,"none","no","good"
"698",698,"no checking",12,"critical/other existing credit","new car",926,"<100","unemployed",1,"female div/dep/mar","none",2,"life insurance",38,"none","own",1,"unemp/unskilled non res",1,"none","yes","good"
"699",699,"no checking",18,"critical/other existing credit","radio/tv",1800,"<100","1<=X<4",4,"male single","none",2,"car",24,"none","own",2,"skilled",1,"none","yes","good"
"700",700,">=200",15,"existing paid","education",1905,"<100",">=7",4,"male single","none",4,"car",40,"none","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"701",701,"no checking",12,"existing paid","furniture/equipment",1123,"500<=X<1000","1<=X<4",4,"female div/dep/mar","none",4,"car",29,"none","rent",1,"unskilled resident",1,"none","yes","bad"
"702",702,"<0",48,"critical/other existing credit","used car",6331,"<100",">=7",4,"male single","none",4,"no known property",46,"none","for free",2,"skilled",1,"yes","yes","bad"
"703",703,">=200",24,"existing paid","radio/tv",1377,"100<=X<500",">=7",4,"female div/dep/mar","none",2,"no known property",47,"none","for free",1,"skilled",1,"yes","yes","good"
"704",704,"0<=X<200",30,"delayed previously","business",2503,"100<=X<500",">=7",4,"male single","none",2,"life insurance",41,"stores","own",2,"skilled",1,"none","yes","good"
"705",705,"0<=X<200",27,"existing paid","business",2528,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",32,"none","own",1,"skilled",2,"yes","yes","good"
"706",706,"no checking",15,"existing paid","new car",5324,"500<=X<1000",">=7",1,"female div/dep/mar","none",4,"no known property",35,"none","for free",1,"skilled",1,"none","yes","good"
"707",707,"0<=X<200",48,"existing paid","new car",6560,"100<=X<500","4<=X<7",3,"male single","none",2,"life insurance",24,"none","own",1,"skilled",1,"none","yes","bad"
"708",708,"0<=X<200",12,"no credits/all paid","furniture/equipment",2969,"<100","<1",4,"female div/dep/mar","none",3,"life insurance",25,"none","rent",2,"skilled",1,"none","yes","bad"
"709",709,"0<=X<200",9,"existing paid","radio/tv",1206,"<100",">=7",4,"female div/dep/mar","none",4,"real estate",25,"none","own",1,"skilled",1,"none","yes","good"
"710",710,"0<=X<200",9,"existing paid","radio/tv",2118,"<100","1<=X<4",2,"male single","none",2,"real estate",37,"none","own",1,"unskilled resident",2,"none","yes","good"
"711",711,"no checking",18,"critical/other existing credit","radio/tv",629,"500<=X<1000",">=7",4,"male single","none",3,"life insurance",32,"bank","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"712",712,"<0",6,"all paid","education",1198,"<100",">=7",4,"female div/dep/mar","none",4,"no known property",35,"none","for free",1,"skilled",1,"none","yes","bad"
"713",713,"no checking",21,"existing paid","used car",2476,"no known savings",">=7",4,"male single","none",4,"real estate",46,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"714",714,"<0",9,"critical/other existing credit","radio/tv",1138,"<100","1<=X<4",4,"male single","none",4,"real estate",25,"none","own",2,"unskilled resident",1,"none","yes","good"
"715",715,"0<=X<200",60,"existing paid","new car",14027,"<100","4<=X<7",4,"male single","none",2,"no known property",27,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"716",716,"no checking",30,"critical/other existing credit","used car",7596,"no known savings",">=7",1,"male single","none",4,"car",63,"none","own",2,"skilled",1,"none","yes","good"
"717",717,"no checking",30,"critical/other existing credit","radio/tv",3077,"no known savings",">=7",3,"male single","none",2,"car",40,"none","own",2,"skilled",2,"yes","yes","good"
"718",718,"no checking",18,"existing paid","radio/tv",1505,"<100","1<=X<4",4,"male single","none",2,"no known property",32,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"719",719,">=200",24,"critical/other existing credit","radio/tv",3148,"no known savings","1<=X<4",3,"male single","none",2,"car",31,"none","own",2,"skilled",1,"yes","yes","good"
"720",720,"0<=X<200",20,"no credits/all paid","used car",6148,"100<=X<500",">=7",3,"male mar/wid","none",4,"car",31,"bank","own",2,"skilled",1,"yes","yes","good"
"721",721,">=200",9,"no credits/all paid","radio/tv",1337,"<100","<1",4,"male single","none",2,"car",34,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"722",722,"0<=X<200",6,"all paid","education",433,">=1000","<1",4,"female div/dep/mar","none",2,"life insurance",24,"bank","rent",1,"skilled",2,"none","yes","bad"
"723",723,"<0",12,"existing paid","new car",1228,"<100","1<=X<4",4,"female div/dep/mar","none",2,"real estate",24,"none","own",1,"unskilled resident",1,"none","yes","bad"
"724",724,"0<=X<200",9,"existing paid","radio/tv",790,"500<=X<1000","1<=X<4",4,"female div/dep/mar","none",3,"real estate",66,"none","own",1,"unskilled resident",1,"none","yes","good"
"725",725,"no checking",27,"existing paid","new car",2570,"<100","1<=X<4",3,"female div/dep/mar","none",3,"real estate",21,"none","rent",1,"skilled",1,"none","yes","bad"
"726",726,"no checking",6,"critical/other existing credit","new car",250,">=1000","1<=X<4",2,"female div/dep/mar","none",2,"real estate",41,"bank","own",2,"unskilled resident",1,"none","yes","good"
"727",727,"no checking",15,"critical/other existing credit","radio/tv",1316,"500<=X<1000","1<=X<4",2,"male mar/wid","none",2,"life insurance",47,"none","own",2,"unskilled resident",1,"none","yes","good"
"728",728,"<0",18,"existing paid","radio/tv",1882,"<100","1<=X<4",4,"female div/dep/mar","none",4,"car",25,"bank","rent",2,"skilled",1,"none","yes","bad"
"729",729,"0<=X<200",48,"all paid","business",6416,"<100",">=7",4,"female div/dep/mar","none",3,"no known property",59,"none","rent",1,"skilled",1,"none","yes","bad"
"730",730,">=200",24,"critical/other existing credit","business",1275,">=1000","1<=X<4",2,"male div/sep","none",4,"real estate",36,"none","own",2,"skilled",1,"yes","yes","good"
"731",731,"0<=X<200",24,"delayed previously","radio/tv",6403,"<100","<1",1,"male single","none",2,"car",33,"none","own",1,"skilled",1,"none","yes","good"
"732",732,"<0",24,"existing paid","radio/tv",1987,"<100","1<=X<4",2,"male single","none",4,"real estate",21,"none","rent",1,"unskilled resident",2,"none","yes","bad"
"733",733,"0<=X<200",8,"existing paid","radio/tv",760,"<100","4<=X<7",4,"female div/dep/mar","guarantor",2,"real estate",44,"none","own",1,"unskilled resident",1,"none","yes","good"
"734",734,"no checking",24,"existing paid","used car",2603,">=1000","1<=X<4",2,"female div/dep/mar","none",4,"car",28,"none","rent",1,"skilled",1,"yes","yes","good"
"735",735,"no checking",4,"critical/other existing credit","new car",3380,"<100","4<=X<7",1,"female div/dep/mar","none",1,"real estate",37,"none","own",1,"skilled",2,"none","yes","good"
"736",736,"0<=X<200",36,"all paid","domestic appliance",3990,"no known savings","<1",3,"female div/dep/mar","none",2,"no known property",29,"bank","own",1,"unemp/unskilled non res",1,"none","yes","good"
"737",737,"0<=X<200",24,"existing paid","used car",11560,"<100","1<=X<4",1,"female div/dep/mar","none",4,"car",23,"none","rent",2,"high qualif/self emp/mgmt",1,"none","yes","bad"
"738",738,"<0",18,"existing paid","new car",4380,"100<=X<500","1<=X<4",3,"male single","none",4,"car",35,"none","own",1,"unskilled resident",2,"yes","yes","good"
"739",739,"no checking",6,"critical/other existing credit","new car",6761,"<100","4<=X<7",1,"male single","none",3,"no known property",45,"none","own",2,"high qualif/self emp/mgmt",2,"yes","yes","good"
"740",740,"0<=X<200",30,"no credits/all paid","business",4280,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",4,"car",26,"none","rent",2,"unskilled resident",1,"none","yes","bad"
"741",741,"<0",24,"all paid","new car",2325,"100<=X<500","4<=X<7",2,"male single","none",3,"car",32,"bank","own",1,"skilled",1,"none","yes","good"
"742",742,"0<=X<200",10,"all paid","radio/tv",1048,"<100","1<=X<4",4,"male single","none",4,"real estate",23,"stores","own",1,"unskilled resident",1,"none","yes","good"
"743",743,"no checking",21,"existing paid","radio/tv",3160,"no known savings",">=7",4,"male single","none",3,"life insurance",41,"none","own",1,"skilled",1,"yes","yes","good"
"744",744,"<0",24,"all paid","furniture/equipment",2483,"500<=X<1000","1<=X<4",4,"male single","none",4,"real estate",22,"stores","own",1,"skilled",1,"yes","yes","good"
"745",745,"<0",39,"critical/other existing credit","furniture/equipment",14179,"no known savings","4<=X<7",4,"male single","none",4,"life insurance",30,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"746",746,"<0",13,"critical/other existing credit","business",1797,"<100","<1",3,"male single","none",1,"life insurance",28,"bank","own",2,"unskilled resident",1,"none","yes","good"
"747",747,"<0",15,"existing paid","new car",2511,"<100","unemployed",1,"female div/dep/mar","none",4,"car",23,"none","rent",1,"skilled",1,"none","yes","good"
"748",748,"<0",12,"existing paid","new car",1274,"<100","<1",3,"female div/dep/mar","none",1,"real estate",37,"none","own",1,"unskilled resident",1,"none","yes","bad"
"749",749,"no checking",21,"existing paid","used car",5248,"no known savings","1<=X<4",1,"male single","none",3,"car",26,"none","own",1,"skilled",1,"none","yes","good"
"750",750,"no checking",15,"existing paid","used car",3029,"<100","4<=X<7",2,"male single","none",2,"car",33,"none","own",1,"skilled",1,"none","yes","good"
"751",751,"<0",6,"existing paid","furniture/equipment",428,"<100",">=7",2,"female div/dep/mar","none",1,"life insurance",49,"bank","own",1,"skilled",1,"yes","yes","good"
"752",752,"<0",18,"existing paid","new car",976,"<100","<1",1,"female div/dep/mar","none",2,"car",23,"none","own",1,"unskilled resident",1,"none","yes","bad"
"753",753,"0<=X<200",12,"existing paid","business",841,"100<=X<500","4<=X<7",2,"female div/dep/mar","none",4,"real estate",23,"none","rent",1,"unskilled resident",1,"none","yes","good"
"754",754,"no checking",30,"critical/other existing credit","radio/tv",5771,"<100","4<=X<7",4,"female div/dep/mar","none",2,"car",25,"none","own",2,"skilled",1,"none","yes","good"
"755",755,"no checking",12,"delayed previously","repairs",1555,">=1000",">=7",4,"male single","none",4,"no known property",55,"none","for free",2,"skilled",2,"none","yes","bad"
"756",756,"<0",24,"existing paid","new car",1285,"no known savings","4<=X<7",4,"female div/dep/mar","none",4,"no known property",32,"none","rent",1,"skilled",1,"none","yes","bad"
"757",757,">=200",6,"critical/other existing credit","new car",1299,"<100","1<=X<4",1,"male single","none",1,"real estate",74,"none","own",3,"unemp/unskilled non res",2,"none","no","good"
"758",758,">=200",15,"critical/other existing credit","radio/tv",1271,"no known savings","1<=X<4",3,"male single","none",4,"no known property",39,"none","for free",2,"skilled",1,"yes","yes","bad"
"759",759,"no checking",24,"existing paid","new car",1393,"<100","1<=X<4",2,"male single","guarantor",2,"real estate",31,"none","own",1,"skilled",1,"yes","yes","good"
"760",760,"<0",12,"critical/other existing credit","new car",691,"<100",">=7",4,"male single","none",3,"life insurance",35,"none","own",2,"skilled",1,"none","yes","bad"
"761",761,"no checking",15,"critical/other existing credit","new car",5045,"no known savings",">=7",1,"female div/dep/mar","none",4,"car",59,"none","own",1,"skilled",1,"yes","yes","good"
"762",762,"<0",18,"critical/other existing credit","furniture/equipment",2124,"<100","1<=X<4",4,"female div/dep/mar","none",4,"real estate",24,"none","rent",2,"skilled",1,"none","yes","bad"
"763",763,"<0",12,"existing paid","radio/tv",2214,"<100","1<=X<4",4,"male single","none",3,"life insurance",24,"none","own",1,"unskilled resident",1,"none","yes","good"
"764",764,"no checking",21,"critical/other existing credit","new car",12680,"no known savings",">=7",4,"male single","none",4,"no known property",30,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"765",765,"no checking",24,"critical/other existing credit","new car",2463,"100<=X<500","4<=X<7",4,"male mar/wid","none",3,"life insurance",27,"none","own",2,"skilled",1,"yes","yes","good"
"766",766,"0<=X<200",12,"existing paid","radio/tv",1155,"<100",">=7",3,"male mar/wid","guarantor",3,"real estate",40,"bank","own",2,"unskilled resident",1,"none","yes","good"
"767",767,"<0",30,"existing paid","furniture/equipment",3108,"<100","<1",2,"male div/sep","none",4,"life insurance",31,"none","own",1,"unskilled resident",1,"none","yes","bad"
"768",768,"no checking",10,"existing paid","used car",2901,"no known savings","<1",1,"female div/dep/mar","none",4,"real estate",31,"none","rent",1,"skilled",1,"none","yes","good"
"769",769,"0<=X<200",12,"critical/other existing credit","furniture/equipment",3617,"<100",">=7",1,"male single","none",4,"car",28,"none","rent",3,"skilled",1,"yes","yes","good"
"770",770,"no checking",12,"critical/other existing credit","radio/tv",1655,"<100",">=7",2,"male single","none",4,"real estate",63,"none","own",2,"unskilled resident",1,"yes","yes","good"
"771",771,"<0",24,"existing paid","used car",2812,"no known savings",">=7",2,"female div/dep/mar","none",4,"real estate",26,"none","rent",1,"skilled",1,"none","yes","good"
"772",772,"<0",36,"critical/other existing credit","education",8065,"<100","1<=X<4",3,"female div/dep/mar","none",2,"no known property",25,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"773",773,"no checking",21,"critical/other existing credit","used car",3275,"<100",">=7",1,"male single","none",4,"car",36,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"774",774,"no checking",24,"critical/other existing credit","radio/tv",2223,"100<=X<500",">=7",4,"male single","none",4,"life insurance",52,"bank","own",2,"skilled",1,"none","yes","good"
"775",775,">=200",12,"critical/other existing credit","new car",1480,"500<=X<1000","unemployed",2,"male single","none",4,"no known property",66,"bank","for free",3,"unemp/unskilled non res",1,"none","yes","good"
"776",776,"<0",24,"existing paid","new car",1371,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"real estate",25,"none","rent",1,"skilled",1,"none","yes","bad"
"777",777,"no checking",36,"critical/other existing credit","new car",3535,"<100","4<=X<7",4,"male single","none",4,"car",37,"none","own",2,"skilled",1,"yes","yes","good"
"778",778,"<0",18,"existing paid","radio/tv",3509,"<100","4<=X<7",4,"female div/dep/mar","guarantor",1,"real estate",25,"none","own",1,"skilled",1,"none","yes","good"
"779",779,"no checking",36,"critical/other existing credit","used car",5711,">=1000",">=7",4,"male single","none",2,"car",38,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"780",780,"0<=X<200",18,"existing paid","repairs",3872,"<100","unemployed",2,"female div/dep/mar","none",4,"car",67,"none","own",1,"skilled",1,"yes","yes","good"
"781",781,"0<=X<200",39,"critical/other existing credit","radio/tv",4933,"<100","4<=X<7",2,"male single","guarantor",2,"real estate",25,"none","own",2,"skilled",1,"none","yes","bad"
"782",782,"no checking",24,"critical/other existing credit","new car",1940,">=1000",">=7",4,"male single","none",4,"real estate",60,"none","own",1,"skilled",1,"yes","yes","good"
"783",783,"0<=X<200",12,"no credits/all paid","retraining",1410,"<100","1<=X<4",2,"male single","none",2,"real estate",31,"none","own",1,"unskilled resident",1,"yes","yes","good"
"784",784,"0<=X<200",12,"existing paid","new car",836,"100<=X<500","<1",4,"female div/dep/mar","none",2,"life insurance",23,"bank","own",1,"unskilled resident",1,"none","yes","bad"
"785",785,"0<=X<200",20,"existing paid","used car",6468,"no known savings","unemployed",1,"male div/sep","none",4,"real estate",60,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"786",786,"0<=X<200",18,"existing paid","business",1941,">=1000","1<=X<4",4,"male single","none",2,"life insurance",35,"none","own",1,"unskilled resident",1,"yes","yes","good"
"787",787,"no checking",22,"existing paid","radio/tv",2675,"500<=X<1000",">=7",3,"male single","none",4,"car",40,"none","own",1,"skilled",1,"none","yes","good"
"788",788,"no checking",48,"critical/other existing credit","used car",2751,"no known savings",">=7",4,"male single","none",3,"car",38,"none","own",2,"skilled",2,"yes","yes","good"
"789",789,"0<=X<200",48,"delayed previously","education",6224,"<100",">=7",4,"male single","none",4,"no known property",50,"none","for free",1,"skilled",1,"none","yes","bad"
"790",790,"<0",40,"critical/other existing credit","education",5998,"<100","1<=X<4",4,"male single","none",3,"no known property",27,"bank","own",1,"skilled",1,"yes","yes","bad"
"791",791,"0<=X<200",21,"existing paid","business",1188,"<100",">=7",2,"female div/dep/mar","none",4,"life insurance",39,"none","own",1,"skilled",2,"none","yes","bad"
"792",792,"no checking",24,"existing paid","used car",6313,"no known savings",">=7",3,"male single","none",4,"car",41,"none","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"793",793,"no checking",6,"critical/other existing credit","furniture/equipment",1221,"no known savings","1<=X<4",1,"male mar/wid","none",2,"life insurance",27,"none","own",2,"skilled",1,"none","yes","good"
"794",794,">=200",24,"existing paid","furniture/equipment",2892,"<100",">=7",3,"male div/sep","none",4,"no known property",51,"none","for free",1,"skilled",1,"none","yes","good"
"795",795,"no checking",24,"existing paid","furniture/equipment",3062,"500<=X<1000",">=7",4,"male single","none",3,"no known property",32,"none","rent",1,"skilled",1,"yes","yes","good"
"796",796,"no checking",9,"existing paid","furniture/equipment",2301,"100<=X<500","<1",2,"female div/dep/mar","none",4,"life insurance",22,"none","rent",1,"skilled",1,"none","yes","good"
"797",797,"<0",18,"existing paid","used car",7511,"no known savings",">=7",1,"male single","none",4,"life insurance",51,"none","for free",1,"skilled",2,"yes","yes","bad"
"798",798,"no checking",12,"critical/other existing credit","furniture/equipment",1258,"<100","<1",2,"female div/dep/mar","none",4,"life insurance",22,"none","rent",2,"unskilled resident",1,"none","yes","good"
"799",799,"no checking",24,"delayed previously","new car",717,"no known savings",">=7",4,"male mar/wid","none",4,"car",54,"none","own",2,"skilled",1,"yes","yes","good"
"800",800,"0<=X<200",9,"existing paid","new car",1549,"no known savings","<1",4,"male single","none",2,"real estate",35,"none","own",1,"unemp/unskilled non res",1,"none","yes","good"
